PaymentID,VendorID,VendorName,InvoiceNumber,InvoiceDate,DueDate,PaymentDate,PaymentAmount,PaymentMethod,Currency,InvoiceCategory,Comments,DiscountPercentage,CommentSentiment,Industry
3563,21,"Stone, Weaver and May",INV5297,2023-03-01,2023-04-05,2023-04-05,10228.11,Credit Card,GBP,Consulting,Morning suggest voice available.,3.01,-0.59,Consulting
3564,63,"Wilson, Arnold and Mcclain",INV1986,2023-10-18,2023-12-22,2023-12-22,8609.55,ACH,EUR,Goods,Realize behavior person wrong appear although policy general.,1.19,-0.34,Consulting
3565,46,Mccarthy-Moreno,INV6974,2023-07-09,2023-09-07,2023-09-07,18046.56,ACH,EUR,Goods,Concern population step strategy the low raise.,0.0,-0.54,Manufacturing
3566,55,"Stevens, Cunningham and Green",INV2406,2023-04-06,2023-05-06,2023-05-06,6951.0,Check,EUR,Consulting,Operation live play throw ten although.,0.0,-0.28,Retail
3567,79,"Brady, Edwards and Jenkins",INV5277,2023-12-23,2024-02-16,2024-02-16,6391.92,Credit Card,USD,Goods,Live however floor occur growth thing.,0.0,-0.86,Consulting
3568,20,Taylor-Reyes,INV9140,2023-09-10,2023-11-04,2023-11-04,10099.41,Credit Card,GBP,Goods,Learn ground letter.,0.0,-0.07,IT Services
3569,96,Bishop and Sons,INV2983,2023-07-18,2023-08-17,2023-08-27,18157.47,Credit Card,EUR,Goods,Detail already different various.,1.24,-0.49,Manufacturing
3570,5,"Wright, Wilson and Thomas",INV5609,2023-06-08,2023-07-23,2023-07-23,10678.49,Wire Transfer,USD,Consulting,Until compare instead current.,2.59,-0.14,Healthcare
3571,42,Marshall and Sons,INV5407,2023-06-01,2023-07-11,2023-07-11,12994.9,Credit Card,USD,Services,Commercial course what raise decade always.,0.0,0.17,Healthcare
3572,89,Beasley-Sanchez,INV0049,2024-03-07,2024-05-01,2024-05-01,11978.4,Check,GBP,Consulting,Loss report religious front myself short.,0.0,0.71,Manufacturing
3573,71,Villarreal-Mckenzie,INV8842,2023-07-12,2023-08-26,2023-08-26,5210.18,Wire Transfer,GBP,Goods,Full whatever participant executive ahead president far.,0.0,0.34,Retail
3574,5,"Wright, Wilson and Thomas",INV6703,2023-12-07,2024-01-21,2024-02-01,4439.66,Check,USD,Goods,Quite national share piece art.,0.0,0.89,Healthcare
3575,65,Mendoza-Burke,INV1954,2023-04-24,2023-06-08,2023-06-08,12618.45,ACH,USD,Services,Worker message general program course score Mrs practice.,2.67,-0.63,Manufacturing
3576,78,"Hensley, Schmidt and Mcdonald",INV3402,2023-08-13,2023-10-17,2023-10-17,2443.32,Credit Card,USD,Consulting,Enough from away thousand fill dream whether.,0.0,-0.83,Retail
3577,33,"Scott, Sanchez and James",INV4215,2023-11-23,2023-12-28,2023-12-28,16155.91,Wire Transfer,USD,Consulting,Goal not strategy floor forget near.,0.0,0.05,Healthcare
3578,68,Watson Inc,INV7677,2023-12-01,2023-12-26,2023-12-26,7970.85,Credit Card,GBP,Services,Others such why three.,2.47,0.21,Healthcare
3579,47,Roach Ltd,INV1191,2023-05-03,2023-06-27,2023-07-03,5970.14,Credit Card,EUR,Consulting,Thank not machine forget approach.,0.0,0.4,Consulting
3580,38,Kelly-Coleman,INV4162,2024-01-25,2024-03-20,2024-03-20,18078.89,Check,EUR,Goods,Surface society light.,0.0,0.4,Manufacturing
3581,80,"Campbell, Ryan and Ramirez",INV6693,2023-01-09,2023-02-28,2023-03-08,14423.96,Wire Transfer,USD,Services,Couple live yourself education take old leader.,0.0,0.91,Healthcare
3582,3,Hill Ltd,INV3618,2023-11-23,2024-01-22,2024-02-02,5083.92,Check,EUR,Goods,Agree serious training player player world property.,2.44,-0.91,Retail
3583,89,Beasley-Sanchez,INV3510,2023-06-28,2023-09-01,2023-09-01,14982.45,ACH,EUR,Services,Prepare general floor.,2.87,0.19,Manufacturing
3584,83,Vasquez Inc,INV0372,2023-08-13,2023-09-17,2023-09-17,8572.78,Check,USD,Goods,Thing pull establish commercial improve case carry.,1.71,0.21,Healthcare
3585,17,Gonzalez LLC,INV0665,2023-09-12,2023-10-27,2023-10-30,6973.15,Check,EUR,Goods,Thought pull beautiful black half watch tax.,1.16,0.97,Consulting
3586,75,White-Thomas,INV7671,2024-01-08,2024-03-13,2024-03-13,6336.97,Credit Card,GBP,Goods,Population hold discussion throughout ahead figure none.,3.21,0.63,Healthcare
3587,82,Thomas-Smith,INV4081,2023-03-07,2023-05-01,2023-05-09,7185.21,Wire Transfer,EUR,Services,Practice how however whole.,0.0,0.87,Retail
3588,26,Martin PLC,INV8041,2023-07-19,2023-09-02,2023-09-02,5004.44,ACH,USD,Services,Range board production must much word or.,3.79,0.55,Consulting
3589,14,"Parker, Larson and Conway",INV4828,2023-02-09,2023-04-05,2023-04-05,5669.48,Wire Transfer,EUR,Consulting,Able born push day particularly seat.,0.0,-0.76,IT Services
3590,8,Campbell-Oliver,INV7103,2024-02-18,2024-03-14,2024-03-14,3883.39,Wire Transfer,USD,Goods,Popular truth fund positive employee or wait lot.,0.0,0.45,Retail
3591,66,Whitaker and Sons,INV1318,2023-05-28,2023-08-01,2023-08-01,6920.81,Wire Transfer,GBP,Consulting,Computer eat receive purpose girl investment environmental open.,0.0,-0.46,Manufacturing
3592,35,"Smith, Fritz and Garcia",INV7713,2023-07-03,2023-08-17,2023-08-17,1969.82,Credit Card,USD,Goods,Method standard short wear near summer.,1.1,-0.68,Retail
3593,4,"Sanchez, Hopkins and Burns",INV2171,2024-02-10,2024-04-15,2024-04-18,8843.6,ACH,GBP,Goods,Maybe form dog yes born.,4.52,0.29,Consulting
3594,87,"Brewer, Oliver and Cruz",INV0052,2023-11-03,2023-12-13,2023-12-13,3387.38,Check,USD,Goods,Author easy piece culture security big group.,3.49,-0.34,Consulting
3595,9,Alexander Ltd,INV5849,2023-12-22,2024-01-26,2024-02-02,5588.46,Check,EUR,Consulting,Wall his his price even.,3.76,-0.92,Retail
3596,82,Thomas-Smith,INV0451,2023-09-01,2023-11-05,2023-11-05,1994.97,Wire Transfer,USD,Services,Significant hear he ground people doctor.,0.0,-0.31,Retail
3597,51,Booth-Rojas,INV1279,2023-06-22,2023-07-17,2023-07-17,5534.65,Credit Card,USD,Services,Nearly local matter week yourself performance hot.,0.0,0.13,Retail
3598,10,"Tucker, Morales and Smith",INV7154,2023-08-20,2023-10-24,2023-11-02,7667.01,Wire Transfer,GBP,Services,Range simply however medical TV trial.,3.9,-0.33,Consulting
3599,94,"Smith, Owen and Barry",INV7065,2023-04-16,2023-05-11,2023-05-11,6697.38,ACH,EUR,Services,Growth radio family race record those.,0.0,-0.65,Manufacturing
3600,26,Martin PLC,INV1457,2023-02-15,2023-04-06,2023-04-14,9439.99,Credit Card,GBP,Services,Everyone few throw style campaign.,1.51,-0.76,Consulting
3601,77,Montgomery-Smith,INV6217,2023-08-30,2023-10-09,2023-10-12,10667.87,Check,EUR,Services,Else difference always board.,0.0,-0.48,Consulting
3602,80,"Campbell, Ryan and Ramirez",INV9629,2023-08-15,2023-09-29,2023-09-29,12990.49,ACH,USD,Services,Maintain determine enough everybody part growth.,2.73,0.67,Healthcare
3603,62,Campbell-Stewart,INV2058,2023-02-02,2023-02-27,2023-03-06,6113.95,Check,USD,Services,Dinner subject where seat back.,0.0,0.69,Healthcare
3604,54,Hawkins PLC,INV0984,2023-08-05,2023-08-30,2023-08-30,10791.79,Wire Transfer,USD,Consulting,Skin once choice much.,0.0,0.34,Consulting
3605,44,Rose Inc,INV1537,2024-01-20,2024-02-19,2024-02-19,8114.41,ACH,EUR,Consulting,Light short relationship sister south.,4.19,-0.84,Consulting
3606,22,Avery-Smith,INV9843,2023-11-14,2023-12-14,2023-12-14,4226.72,Wire Transfer,USD,Services,Especially write I it challenge.,3.4,0.88,Consulting
3607,22,Avery-Smith,INV1406,2023-02-23,2023-03-30,2023-04-07,7162.36,ACH,USD,Services,Force outside truth expect anyone early.,2.46,0.75,Consulting
3608,10,"Tucker, Morales and Smith",INV8906,2023-12-24,2024-02-17,2024-02-17,5304.58,Wire Transfer,GBP,Consulting,Against develop decision where part.,0.0,-0.62,Consulting
3609,28,Huynh Inc,INV3912,2024-03-04,2024-04-18,2024-04-18,14891.57,ACH,GBP,Goods,Body produce all minute economic.,0.0,0.21,Manufacturing
3610,25,"Hester, Edwards and White",INV7866,2023-03-21,2023-05-15,2023-05-24,6151.48,Wire Transfer,GBP,Services,Account coach son police.,4.27,0.67,IT Services
3611,17,Gonzalez LLC,INV9994,2024-01-08,2024-02-22,2024-02-22,3465.37,Wire Transfer,GBP,Services,Trial task late often full floor away ahead.,0.0,0.82,Consulting
3612,60,Stein LLC,INV3183,2023-11-30,2024-01-14,2024-01-14,7431.17,ACH,USD,Goods,Mind up young.,0.0,0.67,Manufacturing
3613,23,Thompson LLC,INV9594,2023-10-08,2023-11-17,2023-11-17,7674.01,Credit Card,GBP,Goods,Enough edge easy into various effect hand agreement.,1.09,0.18,Consulting
3614,33,"Scott, Sanchez and James",INV0996,2023-06-14,2023-07-14,2023-07-14,16193.84,ACH,USD,Consulting,Analysis us look.,4.85,0.16,Healthcare
3615,95,"Young, Lee and Pacheco",INV9656,2023-03-20,2023-05-19,2023-05-24,16386.72,Wire Transfer,GBP,Services,Which difference he mind raise hear.,0.0,0.75,Manufacturing
3616,56,"Bishop, Turner and Baker",INV8415,2023-03-13,2023-05-07,2023-05-17,1667.33,Wire Transfer,GBP,Services,Case already person policy see thus feeling.,3.73,-0.75,Retail
3617,78,"Hensley, Schmidt and Mcdonald",INV4013,2023-02-27,2023-05-03,2023-05-11,6323.33,Check,USD,Services,Serious how measure light stage others yard.,0.0,-0.5,Retail
3618,79,"Brady, Edwards and Jenkins",INV6439,2023-04-17,2023-06-11,2023-06-18,11207.45,ACH,GBP,Goods,Factor laugh teach wife consumer almost sign.,0.0,-0.62,Consulting
3619,22,Avery-Smith,INV8826,2023-06-15,2023-07-10,2023-07-10,2218.53,Wire Transfer,EUR,Services,Approach more learn marriage town near nice.,0.0,-0.36,Consulting
3620,26,Martin PLC,INV7804,2023-05-05,2023-06-19,2023-06-26,9500.84,Credit Card,GBP,Consulting,Bank conference meeting range give face.,0.0,-0.84,Consulting
3621,92,Cortez PLC,INV2535,2023-04-23,2023-06-22,2023-06-22,4733.56,ACH,USD,Consulting,Figure hold air Mr five our green despite.,2.34,-0.63,Consulting
3622,39,"Carpenter, Hamilton and Wood",INV9783,2024-02-28,2024-03-29,2024-03-29,2491.52,Credit Card,USD,Goods,Church seven middle.,0.0,-0.33,Consulting
3623,54,Hawkins PLC,INV7895,2023-11-30,2024-01-04,2024-01-11,8395.29,Credit Card,GBP,Goods,Reach three subject street certainly west.,4.93,0.35,Consulting
3624,29,Moore Inc,INV1179,2023-03-14,2023-05-03,2023-05-04,11076.02,ACH,EUR,Consulting,Truth thought candidate leader world tax successful.,0.0,-0.45,Manufacturing
3625,68,Watson Inc,INV9708,2023-12-23,2024-01-22,2024-01-22,12436.99,Check,GBP,Consulting,Why yes include strategy.,0.0,0.41,Healthcare
3626,33,"Scott, Sanchez and James",INV3943,2023-10-20,2023-11-14,2023-11-14,13622.65,Check,GBP,Goods,Peace you question write.,0.0,0.4,Healthcare
3627,4,"Sanchez, Hopkins and Burns",INV7808,2023-09-07,2023-11-01,2023-11-05,9050.32,Check,GBP,Goods,Simple month senior south teach.,0.0,0.53,Consulting
3628,9,Alexander Ltd,INV1900,2023-12-24,2024-01-28,2024-01-28,1949.57,Check,USD,Services,Chance discover hope our approach.,4.99,0.96,Retail
3629,43,Johnson-Roberts,INV4574,2023-08-31,2023-10-20,2023-10-26,5618.56,Credit Card,EUR,Consulting,There picture trouble garden computer.,0.0,-0.08,Retail
3630,73,"Mckinney, Lloyd and Davis",INV8098,2024-02-03,2024-03-14,2024-03-14,15006.68,Credit Card,EUR,Services,Company specific job maintain future.,2.27,0.41,Manufacturing
3631,30,Powell PLC,INV6473,2023-03-19,2023-04-13,2023-04-24,4456.09,Check,USD,Goods,Election law large budget body which detail month.,2.89,0.43,Consulting
3632,3,Hill Ltd,INV1352,2024-03-18,2024-05-12,2024-05-24,2683.62,ACH,GBP,Consulting,Detail choose end card term.,2.9,0.08,Retail
3633,14,"Parker, Larson and Conway",INV4259,2023-11-26,2024-01-30,2024-01-30,4743.58,Wire Transfer,GBP,Services,Clearly local every than eat stop up investment.,0.0,0.98,IT Services
3634,44,Rose Inc,INV3186,2024-02-28,2024-04-03,2024-04-03,4689.79,Check,GBP,Services,Account need culture forget reality whom play.,0.0,-0.85,Consulting
3635,57,"Brown, Casey and Morgan",INV9793,2023-12-08,2024-02-01,2024-02-01,14462.43,Credit Card,GBP,Consulting,Enter thought father history.,4.49,0.75,IT Services
3636,29,Moore Inc,INV7724,2023-01-12,2023-03-03,2023-03-03,6631.21,Credit Card,USD,Services,Onto television all.,4.89,-0.78,Manufacturing
3637,80,"Campbell, Ryan and Ramirez",INV1374,2024-01-24,2024-03-09,2024-03-09,3616.73,Credit Card,USD,Goods,Significant three land behavior firm name community.,3.35,-0.97,Healthcare
3638,46,Mccarthy-Moreno,INV2424,2024-01-31,2024-03-26,2024-03-30,14232.37,Credit Card,GBP,Services,Believe act deal interest analysis.,0.0,0.31,Manufacturing
3639,45,Anderson-Dawson,INV3770,2023-10-06,2023-11-30,2023-11-30,9707.78,ACH,USD,Services,Top skin dream second.,3.6,-0.05,Consulting
3640,32,West Inc,INV7851,2023-11-21,2023-12-26,2023-12-26,14808.43,Wire Transfer,GBP,Goods,Full business toward development.,1.84,-0.86,IT Services
3641,1,Gibson-Patterson,INV5597,2023-03-13,2023-05-12,2023-05-12,7791.63,Check,GBP,Goods,Within make almost phone.,0.0,-0.4,Manufacturing
3642,88,Thomas-Hicks,INV0908,2023-05-18,2023-07-22,2023-07-22,5067.93,Wire Transfer,GBP,Consulting,Evening everybody begin.,0.0,0.96,Manufacturing
3643,74,Wood Inc,INV4007,2023-10-25,2023-11-24,2023-11-26,3060.39,ACH,EUR,Consulting,Finally simple fall above mind.,3.18,0.95,IT Services
3644,26,Martin PLC,INV0476,2024-02-22,2024-04-02,2024-04-02,9792.44,Credit Card,USD,Consulting,Sound middle human answer per.,0.0,0.36,Consulting
3645,55,"Stevens, Cunningham and Green",INV6183,2023-07-14,2023-08-18,2023-08-18,2622.61,ACH,EUR,Goods,Now arrive beautiful project thus arm.,0.0,-0.63,Retail
3646,70,"Knight, Wilson and Pennington",INV7534,2023-04-05,2023-05-25,2023-05-29,12364.7,Check,EUR,Consulting,Hour month imagine thank.,0.0,-0.2,Healthcare
3647,84,"Gibbs, Calderon and Larson",INV4967,2023-02-11,2023-03-13,2023-03-17,5129.85,Check,GBP,Goods,Society learn study mention several attorney.,2.92,0.41,Healthcare
3648,58,"Robertson, Mcpherson and Carlson",INV6064,2023-10-15,2023-12-09,2023-12-09,5769.72,Credit Card,GBP,Consulting,Focus per voice college though upon real there.,0.0,-0.5,Healthcare
3649,13,"Faulkner, Mccormick and English",INV6553,2023-01-18,2023-02-17,2023-02-17,17172.83,Credit Card,EUR,Goods,Affect whatever interesting.,0.0,-0.85,Manufacturing
3650,5,"Wright, Wilson and Thomas",INV0063,2023-07-10,2023-08-24,2023-08-24,15709.57,Wire Transfer,EUR,Goods,Threat boy as police.,1.0,-0.51,Healthcare
3651,85,"Murphy, Golden and Tran",INV1539,2023-09-20,2023-11-24,2023-11-24,11845.25,Wire Transfer,EUR,Consulting,Imagine will himself teacher campaign.,0.0,0.92,IT Services
3652,75,White-Thomas,INV0629,2023-07-14,2023-09-07,2023-09-12,16630.56,Check,USD,Services,Glass including but four on perform.,4.51,0.97,Healthcare
3653,28,Huynh Inc,INV6478,2023-11-17,2024-01-06,2024-01-06,5502.32,Credit Card,EUR,Services,Key direction foot.,2.35,0.78,Manufacturing
3654,19,Hill Inc,INV8468,2023-09-10,2023-10-30,2023-10-30,13713.08,Wire Transfer,GBP,Consulting,Set perform bring push.,0.0,0.68,Healthcare
3655,7,Doyle LLC,INV9775,2023-10-05,2023-11-19,2023-11-19,10733.44,Check,GBP,Services,Increase past performance technology.,1.38,0.33,IT Services
3656,58,"Robertson, Mcpherson and Carlson",INV3126,2023-07-04,2023-08-28,2023-08-28,4830.17,Check,USD,Consulting,Man sport good.,4.19,0.08,Healthcare
3657,75,White-Thomas,INV8650,2023-02-14,2023-04-10,2023-04-14,6572.16,ACH,GBP,Consulting,Appear they by firm machine old similar total.,0.0,-0.35,Healthcare
3658,74,Wood Inc,INV6641,2024-02-01,2024-03-02,2024-03-02,4729.46,Credit Card,GBP,Services,Should condition site who actually.,0.0,-0.8,IT Services
3659,24,"Mason, Greene and Hubbard",INV5845,2023-02-26,2023-04-17,2023-04-18,7788.34,ACH,GBP,Consulting,Point gun easy gas though bill him.,0.0,-0.62,Retail
3660,46,Mccarthy-Moreno,INV2358,2023-10-14,2023-12-13,2023-12-13,11876.99,Credit Card,GBP,Services,Against almost instead window play.,1.26,0.67,Manufacturing
3661,83,Vasquez Inc,INV0295,2023-04-23,2023-05-28,2023-05-28,6296.33,Credit Card,GBP,Goods,Leave point seven condition.,2.02,0.53,Healthcare
3662,37,Hoover and Sons,INV4174,2023-10-16,2023-12-20,2023-12-20,10301.13,Check,GBP,Goods,Late book nor cause sure deal kind.,0.0,0.26,IT Services
3663,41,"Garcia, Lopez and Kaufman",INV2300,2023-01-22,2023-03-18,2023-03-18,14141.26,Check,USD,Services,Thought huge lay church reality special their.,0.0,0.69,IT Services
3664,52,Palmer Group,INV7409,2023-01-01,2023-01-31,2023-01-31,15331.61,Wire Transfer,GBP,Consulting,Attack eight friend candidate cut.,2.89,0.82,Manufacturing
3665,41,"Garcia, Lopez and Kaufman",INV2115,2023-07-15,2023-09-13,2023-09-25,3608.98,Wire Transfer,USD,Consulting,Resource peace every argue.,0.0,-0.02,IT Services
3666,85,"Murphy, Golden and Tran",INV6114,2023-09-05,2023-11-09,2023-11-09,4164.63,Wire Transfer,USD,Goods,Fill better information role appear audience say hard.,0.0,-0.15,IT Services
3667,6,"Suarez, Cherry and Ramirez",INV2308,2023-01-09,2023-02-03,2023-02-08,1699.79,Credit Card,EUR,Services,Property recent rest arm American art agreement sort.,4.86,-0.75,Retail
3668,92,Cortez PLC,INV6850,2023-06-30,2023-08-29,2023-08-31,10809.66,ACH,EUR,Services,Professor through bit report property hair know.,0.0,-0.62,Consulting
3669,1,Gibson-Patterson,INV5429,2024-01-06,2024-03-06,2024-03-06,15149.7,Wire Transfer,USD,Consulting,Knowledge rich draw save.,0.0,0.66,Manufacturing
3670,46,Mccarthy-Moreno,INV2985,2023-04-05,2023-05-30,2023-05-30,19128.72,Wire Transfer,GBP,Goods,Past quite doctor.,0.0,-0.79,Manufacturing
3671,27,Jimenez-Reed,INV0857,2023-02-23,2023-04-29,2023-05-10,19548.86,Check,EUR,Goods,Force mother site art bag per.,4.41,0.9,Manufacturing
3672,85,"Murphy, Golden and Tran",INV6404,2023-11-14,2024-01-13,2024-01-13,3223.1,ACH,GBP,Services,Past agency success.,2.39,0.03,IT Services
3673,49,Gamble PLC,INV3446,2023-06-14,2023-08-08,2023-08-08,3384.15,Check,GBP,Goods,Weight around nice successful forward.,2.39,-0.42,Retail
3674,60,Stein LLC,INV0877,2024-03-07,2024-04-26,2024-04-26,15563.39,Wire Transfer,EUR,Consulting,Yet break despite concern choice together you.,2.69,0.92,Manufacturing
3675,60,Stein LLC,INV2212,2024-02-06,2024-03-22,2024-03-22,13727.64,Check,GBP,Goods,Mother lose might especially dog painting.,0.0,0.69,Manufacturing
3676,48,"Smith, Powell and Hernandez",INV7020,2024-02-12,2024-03-13,2024-03-13,5502.56,Credit Card,EUR,Goods,Senior skill lead throw doctor.,3.48,-0.88,Retail
3677,3,Hill Ltd,INV9106,2023-04-06,2023-06-05,2023-06-05,4240.58,ACH,EUR,Goods,Enter man old away model force.,0.0,0.16,Retail
3678,13,"Faulkner, Mccormick and English",INV9285,2023-11-19,2023-12-14,2023-12-14,6362.29,Check,GBP,Services,Evidence happen professor effect forward office affect.,2.37,0.45,Manufacturing
3679,76,Perez Ltd,INV4620,2024-01-27,2024-03-17,2024-03-17,18611.61,ACH,GBP,Goods,Receive stage interest will happen.,3.5,-0.51,Manufacturing
3680,64,Smith PLC,INV4285,2023-10-16,2023-12-15,2023-12-19,7721.9,Check,USD,Services,Although century yourself.,3.78,0.03,Consulting
3681,67,"Stein, Melendez and Price",INV7833,2023-12-24,2024-02-27,2024-03-06,7881.92,Check,EUR,Services,Could why assume.,0.0,0.51,IT Services
3682,93,"White, Johnson and Cobb",INV7073,2023-12-18,2024-02-01,2024-02-01,7833.17,ACH,GBP,Services,Weight often often government mean claim support ahead.,0.0,0.6,Healthcare
3683,1,Gibson-Patterson,INV8932,2024-01-08,2024-03-08,2024-03-08,19062.21,Wire Transfer,EUR,Consulting,Million lot tell music to pressure also.,1.9,0.24,Manufacturing
3684,55,"Stevens, Cunningham and Green",INV2346,2023-05-01,2023-06-05,2023-06-05,2331.64,ACH,GBP,Goods,Dog choose without lose manage look.,0.0,0.76,Retail
3685,21,"Stone, Weaver and May",INV8645,2023-07-18,2023-08-17,2023-08-20,9062.29,Credit Card,USD,Consulting,Left through four tough page.,0.0,-0.91,Consulting
3686,24,"Mason, Greene and Hubbard",INV7765,2023-04-27,2023-06-06,2023-06-10,4377.74,ACH,EUR,Services,Lawyer meet old physical pull country threat.,0.0,0.38,Retail
3687,28,Huynh Inc,INV6913,2024-03-18,2024-05-07,2024-05-13,14078.22,Check,EUR,Consulting,Friend unit he order.,0.0,-0.96,Manufacturing
3688,30,Powell PLC,INV3322,2024-03-15,2024-04-09,2024-04-09,2116.37,Wire Transfer,USD,Services,Space together structure mention hand crime political.,2.71,0.5,Consulting
3689,36,Martin PLC,INV1161,2023-10-30,2023-12-19,2023-12-19,14371.66,Credit Card,GBP,Consulting,Seek million anyone walk standard course.,0.0,0.2,Healthcare
3690,64,Smith PLC,INV0898,2023-03-31,2023-05-25,2023-05-25,9131.39,Credit Card,EUR,Consulting,Source instead loss do.,0.0,-0.56,Consulting
3691,71,Villarreal-Mckenzie,INV3733,2023-11-15,2024-01-04,2024-01-04,4126.91,Wire Transfer,GBP,Services,Alone area through option effort involve.,0.0,0.87,Retail
3692,26,Martin PLC,INV8302,2023-01-24,2023-03-15,2023-03-15,6900.6,Wire Transfer,USD,Goods,Exist argue show occur central upon push health.,0.0,0.72,Consulting
3693,78,"Hensley, Schmidt and Mcdonald",INV6707,2024-03-29,2024-05-23,2024-05-23,4465.14,ACH,USD,Consulting,Street service generation.,2.52,-0.47,Retail
3694,23,Thompson LLC,INV8502,2023-06-12,2023-08-01,2023-08-01,11922.51,Check,USD,Services,Then method week what for quickly.,0.0,0.63,Consulting
3695,44,Rose Inc,INV0432,2023-11-24,2023-12-24,2023-12-24,5570.92,Wire Transfer,USD,Consulting,Material sea huge interest do authority game usually.,2.9,0.29,Consulting
3696,26,Martin PLC,INV9313,2024-01-12,2024-02-21,2024-02-27,4777.66,Check,GBP,Goods,State material success above pay forward huge.,0.0,0.4,Consulting
3697,13,"Faulkner, Mccormick and English",INV8284,2023-12-19,2024-01-13,2024-01-13,15864.72,Check,EUR,Goods,Fast hold remember.,0.0,0.11,Manufacturing
3698,51,Booth-Rojas,INV2216,2023-03-28,2023-05-02,2023-05-02,1148.3,ACH,USD,Services,Room film boy loss age truth.,1.99,0.16,Retail
3699,29,Moore Inc,INV4048,2023-12-19,2024-02-07,2024-02-07,19753.06,Wire Transfer,EUR,Services,Full part home moment memory possible line.,2.3,0.03,Manufacturing
3700,2,Lopez LLC,INV4438,2023-04-18,2023-06-02,2023-06-02,10929.51,ACH,GBP,Services,Sort color total sister race small.,1.1,-0.71,Consulting
3701,42,Marshall and Sons,INV0633,2024-03-19,2024-04-28,2024-05-06,11226.88,Wire Transfer,USD,Consulting,Those purpose edge several.,0.0,-0.53,Healthcare
3702,4,"Sanchez, Hopkins and Burns",INV0866,2023-02-17,2023-04-18,2023-04-18,9077.55,ACH,EUR,Services,Away usually friend produce everybody.,1.37,-0.15,Consulting
3703,27,Jimenez-Reed,INV0417,2023-12-20,2024-02-18,2024-02-18,13424.39,Credit Card,USD,Goods,Rate participant available help energy effort street.,2.33,-0.5,Manufacturing
3704,77,Montgomery-Smith,INV8139,2023-05-22,2023-07-11,2023-07-14,10155.92,Credit Card,EUR,Consulting,Result west pay late dark.,4.68,0.33,Consulting
3705,84,"Gibbs, Calderon and Larson",INV8051,2023-01-27,2023-02-21,2023-02-21,13554.55,Check,GBP,Consulting,Imagine approach community similar campaign economic.,0.0,-0.02,Healthcare
3706,81,"Sanchez, Cantu and Collins",INV7900,2023-07-16,2023-09-04,2023-09-05,5869.39,Wire Transfer,GBP,Consulting,History skin argue mention pass make make.,3.08,0.79,Healthcare
3707,50,Ford Inc,INV5619,2023-07-16,2023-08-20,2023-08-20,13862.74,Credit Card,GBP,Consulting,Owner personal data three child.,1.19,-0.11,Healthcare
3708,19,Hill Inc,INV0297,2023-01-07,2023-02-16,2023-02-16,6697.41,Credit Card,USD,Consulting,Officer police him miss deep indicate society fish.,3.2,0.56,Healthcare
3709,56,"Bishop, Turner and Baker",INV3373,2024-02-28,2024-04-23,2024-04-23,3501.77,Wire Transfer,USD,Services,Mind in court PM.,0.0,-0.03,Retail
3710,45,Anderson-Dawson,INV0466,2023-06-23,2023-08-22,2023-08-22,4805.1,ACH,GBP,Consulting,Still resource stop believe research capital.,0.0,0.42,Consulting
3711,89,Beasley-Sanchez,INV5585,2024-01-04,2024-03-09,2024-03-15,11861.91,Check,USD,Consulting,Effect space agency fine ok sell other.,2.94,0.51,Manufacturing
3712,16,Miller PLC,INV8178,2023-06-06,2023-07-11,2023-07-11,5433.43,Credit Card,EUR,Consulting,Question feeling marriage world far rise.,0.0,0.39,Manufacturing
3713,29,Moore Inc,INV7590,2023-12-28,2024-02-06,2024-02-06,16561.74,Credit Card,GBP,Consulting,Have week hand modern quality.,1.6,0.18,Manufacturing
3714,95,"Young, Lee and Pacheco",INV1281,2023-06-27,2023-08-26,2023-08-26,16727.46,Wire Transfer,EUR,Services,Issue reduce plan radio dog address man.,3.85,-0.47,Manufacturing
3715,68,Watson Inc,INV6889,2023-06-20,2023-07-25,2023-07-25,3035.54,Wire Transfer,EUR,Consulting,Available hand almost reality choice.,4.27,0.83,Healthcare
3716,80,"Campbell, Ryan and Ramirez",INV5799,2023-03-24,2023-05-03,2023-05-03,10680.97,Check,EUR,Goods,Standard it health production specific matter employee.,0.0,0.98,Healthcare
3717,55,"Stevens, Cunningham and Green",INV3807,2023-05-11,2023-06-05,2023-06-06,1681.6,Wire Transfer,EUR,Consulting,Care benefit current.,2.3,-0.95,Retail
3718,61,Cunningham-Howard,INV1116,2023-01-01,2023-03-07,2023-03-07,14499.73,Check,GBP,Services,Best production kid can information.,0.0,-0.43,Healthcare
3719,37,Hoover and Sons,INV5713,2023-05-13,2023-07-17,2023-07-29,7767.35,Credit Card,USD,Consulting,Subject company test cup south enough institution.,0.0,0.41,IT Services
3720,33,"Scott, Sanchez and James",INV3152,2023-07-13,2023-08-12,2023-08-12,16906.52,Wire Transfer,USD,Goods,Sell behavior language ten care already worker.,4.95,0.43,Healthcare
3721,84,"Gibbs, Calderon and Larson",INV5623,2023-02-20,2023-03-22,2023-03-22,10655.41,ACH,USD,Goods,Attorney anything so.,4.31,-0.44,Healthcare
3722,4,"Sanchez, Hopkins and Burns",INV4324,2023-01-25,2023-03-31,2023-03-31,5778.52,Wire Transfer,USD,Consulting,Around learn between back.,0.0,-0.02,Consulting
3723,60,Stein LLC,INV3998,2023-02-17,2023-03-29,2023-03-29,13143.19,Wire Transfer,EUR,Services,Skin pay accept a charge but.,3.32,0.46,Manufacturing
